4546572015@Theni- Madurai, India@9.9321764@78.0845602
7266521004@Jalgaonjamod- Buldhana, India@21.0474594@76.5314817
9211851007@Boden, Sweden@65.82391@21.68933
1878139875@Lochboisdale, United Kingdom@57.15308@-7.30725
3924111015@Mullsjö, Sweden@57.15308@-7.30725
5934691007@Beilen, Netherlands@52.85772@6.51609
7993051007@Mihara District- Hyogo, Japan@34.9519783@134.4225504
5947401007@Kashipur- Nainital, India@29.2104232@78.9618845
8213351007@Comy, Russian Federation@61.521403@-74.679494
1986551007@Bungay, United Kingdom@52.45058@1.44284
8816438880@Bhimavaram- Eluru, India@16.5445@81.532318
2952871007@Rajsamand (Kankorli)- Udaipur, India@24.9288279@73.82499729999999
6669981008@Lorestan, Iran@33.534155@48.463131
2552311008@Nandgaon- Nasik, India@20.3094959@74.66053649999999
4626091007@Nazirpur, Bangladesh@22.76873@89.95648
6773851007@San Alberto, Paraguay@22.76873@89.95648
8845991008@Yuzhnaya Osetia, Russian Federation@56.652146@65.972866
2656578918@Virneburg, Germany@50.34172@7.0789
6925711008@Sreenagar, Bangladesh@23.53635@90.28556
3994579799@Malchin, Germany@53.74256@12.76405
5834461013@Bisauli- Badaun, India@28.30862@78.935387
1532381007@Nemuro- Hokkaido, Japan@43.279079@145.506577
3566501007@Kalchini- Jalpaiguri, India@26.67996@89.43935
6375421007@Chirundu, Zimbabwe@-16.04311@28.86339
8276131008@Somwarpet- Kodagu (Madikera), India@15.83876@76.04121
2228381007@Remagen-Rolandseck, Germany@50.6300257@7.2081982
4368621013@Karaikal- Thanjavur, India@10.9886815@79.4940853
6223969949@Motipur- Muzaffarpur, India@26.25629@85.16528
8293261010@Barkhan, Pakistan@29.96111@69.48266
4442621010@Kerki, Turkmenistan@38.05111@64.90678
7267461004@Malkapur- Buldhana, India@20.881281@76.205139
9213101007@Boden, Sweden@65.82391@21.68933
1879059875@Scarinish, United Kingdom@56.50103@-6.80719
3925491015@Stassfurt, Germany@56.50103@-6.80719
5935901007@Beilen, Netherlands@52.85772@6.51609
7994101007@Mihara District- Hyogo, Japan@34.9519783@134.4225504
5948441007@Khatima-Ii (Sitarganj)- Nainital, India@29.3803039@79.4635658
8214391007@Comy, Russian Federation@61.521403@-74.679494
1987901007@Hanamaki- Iwate, Japan@39.418701@141.187256
8817348880@Weilheim i OB, Germany@47.83889@11.14467
2953841007@Nathdwara- Udaipur, India@24.60749@73.69437
2553351008@Igatpuri- Nasik, India@19.6973156@73.56093609999999
4627151007@Swarupkhati, Bangladesh@22.74688@90.10173
6775671007@San Alberto, Paraguay@22.74688@90.10173
8847051008@Kaifu District- Tokushima, Japan@33.677505@134.414695
2657588918@Uersfeld, Germany@50.25487390000001@7.0105945
6926691008@Tongibari, Bangladesh@23.51355@90.4469
1911301873@Tyneside / Durham / Sunderland, United Kingdom@54.8915636@-1.4088889
2929861015@Shergarh (N) (Balesar)- Jodhpur, India@26.3645875@72.9725193
7221424314@Nandgaon- Amravati, India@21.35479@78.24639
9434021008@Fredrika, Sweden@21.35479@78.24639
1350884812@Dunkeld, United Kingdom@56.56533@-3.58542
5267985801@Strömstad, Sweden@56.56533@-3.58542
1484968526@Huddersfield, United Kingdom@53.64696@-1.78268
3416274607@Udmurtija, Russian Federation@57.200266@52.7806
9968084271@Shangla, Pakistan@30.44185@69.359701
4008331006@Malmö, Sweden@30.44185@69.359701
7899656406@Atlapexco, Mexico@21.01691@-98.34804
9882751015@Acanceh, Mexico@20.8126@-89.45344
5949995110@Kichha-Ii (Bazpur)- Nainital, India@29.3803039@79.4635658
3983468997@Sanmenxia- HEN, China@34.77236@111.20016
9949991008@Cabeza De Toro, Mexico@34.77236@111.20016
1867831008@Oud-Beijerland, Netherlands@51.82316@4.41707
3727079788@Mittweida, Germany@50.9853149@12.9740557
7847385515@Antagarh- Jagdalpur, India@19.08532@82.01826
9775787385@Korpilombolo, Sweden@66.8532@23.0563
1628318957@Maidenhead, United Kingdom@51.52239@-0.72725
3560814273@Tokat, Turkey@40.3234643@36.5521928
5443784271@Bilopillia, Ukraine@51.14940199999999@34.3175225
6497291015@Turks and Caicos Islands, Turks and Caicos Islands@21.694025@-71.797928
8428117965@Ulyanovsk region, Russian Federation@21.694025@-71.797928
4737491006@Zolotonosha, Ukraine@49.66828@32.04345
8667328957@Kabardino-Balkaria, Russian Federation@43.454124@43.438105
6684251014@Paikamal- Sambalpur, India@21.18383@84.45271
2931181015@Jodhpur (W) (Jhanwar)- Jodhpur, India@26.17958@72.91455
7223094314@Achalpur- Amravati, India@21.25512@77.51182
9435151008@Fredrika, Sweden@21.25512@77.51182
1352394812@Mold, United Kingdom@53.16388@-3.13992
5269155801@Strömstad, Sweden@53.16388@-3.13992
1485898526@Hunstanton, United Kingdom@52.93743@0.49432
3417194607@Udmurtija, Russian Federation@57.200266@52.7806
9968994271@Shangla, Pakistan@30.44185@69.359701
4008851006@Malmö, Sweden@30.44185@69.359701
7900656406@Kanzaki District- Hyogo, Japan@35.056607@134.781845
9883861015@Acanceh, Mexico@20.8126@-89.45344
5950915110@Warffum, Netherlands@53.3922@6.55083
3984578997@Prenzlau, Germany@53.31378@13.86147
9950891008@Haripur, Pakistan@34.01619@72.91096
1868841008@Oud-Beijerland, Netherlands@51.82316@4.41707
3728109788@Chernivtsi, Ukraine@48.2920787@25.9358367
7848305515@Keskal- Jagdalpur, India@19.08532@82.01826
9776777385@Korpilombolo, Sweden@66.8532@23.0563
1629268957@Matlock, United Kingdom@53.1357@-1.54821
3561764273@Jalpaiguri- Jalpaiguri, India@26.5434772@88.7205256
5444934271@Chervone, Ukraine@49.9527773@28.8578584
6498191015@Turks and Caicos Islands, Turks and Caicos Islands@21.694025@-71.797928
8429097965@Ulyanovsk region, Russian Federation@21.694025@-71.797928
4738601006@Drabiv, Ukraine@49.96009@32.14932
8667798957@Kabardino-Balkaria, Russian Federation@43.454124@43.438105
6684991014@Paikamal- Sambalpur, India@21.18383@84.45271
2551002502@Sinnar- Nasik, India@19.9855@73.795631
2431398310@Paithan- Aurangabad, India@19.47498@75.38534
2431398310@Paithan- Aurangabad, India@19.47498@75.38534
2551002502@Sinnar- Nasik, India@19.9855@73.795631
7414016723@Jaora- Ratlam, India@23.63509@75.123
7414016723@Jaora- Ratlam, India@23.63509@75.123
1911301873@Tyneside / Durham / Sunderland, United Kingdom@54.8915636@-1.4088889
2431398310@Paithan- Aurangabad, India@19.47498@75.38534
7582468607@Sagar- Sagar, India@23.84316@78.74273
6891129838@Kadoma (Gatooma), Zimbabwe@-18.33819@29.902809
3920276314@Mullsjö, Sweden@-18.33819@29.902809
2420492576@Carabobo, Venezuela@10.1176433@-68.0477509
7234962577@Digras- Yeotmal, India@20.108391@77.710213
8260032577@K. Abdullah, Pakistan@30.44185@69.359701
7236042577@Maregaon- Yeotmal, India@20.105567@78.8056989
8261032577@Tarikere- Chikmagalur, India@13.70474@75.81578
2423402522@Koparagon- Ahmednagar, India@19.89422@74.48212
4297452522@Ottersberg-Posthausen, Germany@53.0604002@9.1674183
8294322522@Barkhan, Pakistan@29.96111@69.48266
3817922522@Eksjö, Sweden@29.96111@69.48266
9584501289@Candelaria Loxicha, Mexico@15.92622@-96.49179
9914362576@Baca, Mexico@21.10892@-89.39906
2795272576@Kodinar- Junagarh, India@20.8214@70.699928
1889562576@Rugeley, United Kingdom@52.75868@-1.93702
8880942576@Kochi, Japan@33.5588035@133.5311675
3277982576@Amado Nervo (El Conde), Mexico@21.083191@-104.730499
5945882576@Haldwani-Ii (Chorgalian)- Nainital, India@29.12308@79.70035
1059902576@Johannesburg, South Africa@-26.20489@28.04001
7282352576@Khargone- Khargone, India@21.83687@75.62175
1929852572@Wareham, United Kingdom@50.69021@-2.11291
4477952572@Babyntsi, Ukraine@50.6398257@30.0218039
6647222572@Naktideul- Sambalpur, India@21.23205@84.63926
8223752572@K.R.Nagar- Mysore, India@NA@NA
1712022570@Enköping, Sweden@NA@NA
3925822570@Stassfurt, Germany@NA@NA
6453132570@Rubizhne, Ukraine@NA@NA
8931922570@Yelamanchili- Visakhapatnam, India@17.55183@82.85286
1712872570@Enköping, Sweden@17.55183@82.85286
3926912570@Mullsjö, Sweden@17.55183@82.85286
6454272570@Kreminna, Ukraine@NA@NA
8932462570@Narsipatnam- Visakhapatnam, India@17.66682@82.60949
4275612579@Ehrenburg, Germany@52.74791@8.70454
7283441527@Maheshwar- Khargone, India@22.17713@75.585892
2271762579@Bergheim Erft, Germany@50.9547@6.64023
4416212579@Halach, Turkmenistan@38.0705@64.88516
5908192579@Filipstad, Sweden@59.7139973@14.1698445
9764972545@Vuollerim, Sweden@66.4308@20.60399
1449612545@Stowmarket, United Kingdom@52.18879@0.99718
9766312545@Vuollerim, Sweden@66.4308@20.60399
1450622545@Hawick, United Kingdom@55.42476@-2.78431
6294502578@Mariupol, Ukraine@47.097133@37.543367
6295482578@Mariupol, Ukraine@47.097133@37.543367
2372432563@Patan- Satara, India@17.3734812@73.8992392
4739862563@Chornobai, Ukraine@49.66046499999999@32.3448813
6734722563@Santa Rita, Paraguay@49.66046499999999@32.3448813
5930622481@Beilen, Netherlands@52.85772@6.51609
8820962549@Akim Oda, Ghana@5.91204@-0.99615
4602432549@Palanga, Lithuania@5.91204@-0.99615
6552952549@Pervomaiske, Ukraine@48.09152@37.6069894
7824132473@Bemetara- Durg, India@21.47435@81.33238
9626312473@Tapachula- Chis., Mexico@14.91118@-92.26461
1423982473@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9923022471@Abottabad, Pakistan@34.15081@73.20312
1597372471@Llandrindod Wells, United Kingdom@52.24709@-3.37676
4548712471@Giresun, Turkey@40.91753200000001@38.392653
7971342471@Ahuacatlan, Mexico@21.0533791@-104.4810648
9598542471@Fukue- Nagasaki, Japan@32.698078@128.847031
5656626063@Apostolove, Ukraine@47.66264@33.71871
8712392557@Checheno-Ingushetia, Russian Federation@43.11533@44.837049
1459022557@Ajmer, India@26.46538@74.63177
1321702568@Gekdepe, Turkmenistan@38.13962@57.99014
1713142568@Maryina Gorka, Belarus@53.51737@28.13929
2372352568@Patan- Satara, India@17.3734812@73.8992392
4907642568@Västervik, Sweden@17.3734812@73.8992392
5384972568@José Enrique Rodó, Uruguay@17.3734812@73.8992392
1322632568@Dartford, United Kingdom@51.44463@0.22057
1714422568@Cherven, Belarus@53.740565@28.4890541
2373412568@Mahaswad- Satara, India@17.6334395@74.7871061
4908502568@Västervik, Sweden@17.6334395@74.7871061
5385792568@José Enrique Rodó, Uruguay@17.6334395@74.7871061
3579452481@Pöls, Austria@47.220058@14.5814
7550582481@Zihuatanejo- Gro., Mexico@17.641951@-101.548576
3580462481@Amasya, Turkey@40.656455@35.837347
7551512481@Zihuatanejo- Gro., Mexico@17.641951@-101.548576
2830926542@Rahpar- Bhuj, India@23.28498@69.9988312
8464262576@Madnur- Nizamabad, India@18.49308@77.609077
1000022568@Johannesburg, South Africa@-26.20489@28.04001
1775662568@Spalding, United Kingdom@52.78837@-0.15149
2456682568@Hingoli- Parbhani, India@19.26071@76.77764
1001002568@Johannesburg, South Africa@-26.20489@28.04001
1776182568@Stranraer, United Kingdom@54.90565@-5.01638
2457222568@Jintdor- Parbhani, India@19.61331@76.68434
1056642575@Johannesburg, South Africa@-26.20489@28.04001
2991742575@Jaisalmer-1 (Ramgarh)- Jaisalmer, India@26.92915@70.92067
4966462355@Mariannelund, Sweden@26.92915@70.92067
4289932576@Kirchtimke, Germany@26.92915@70.92067
8442732576@Volgograd, Russian Federation@48.656631@44.504749
5552742578@Bludenz, Austria@47.15723@9.81916
8496722578@Uravakonda- Anantpur (Guntakal), India@15.14285@77.37789
2473032578@Kallam- Osmanabad, India@18.581881@76.01915
4542002472@Kodaikanal- Madurai, India@9.91338@78.089847
7293452472@Ghrefa, Libya@26.338519@17.268815
9456332578@Dir (lower), Pakistan@30.44185@69.359701
1581842578@New Luce, United Kingdom@54.94346@-4.85198
3280252578@Osmaniye, Turkey@37.0746279@36.2464002
9457292578@Dir (lower), Pakistan@30.44185@69.359701
1583422578@Carradale, United Kingdom@55.59126@-5.46777
3281292578@Osmaniye, Turkey@37.0746279@36.2464002
2744892565@Deesa- Palanpur, India@24.25491@72.183151
7825892565@Berla- Durg, India@16.5432@73.67326
2357552565@Malgund- Ratnagiri, India@17.15845@73.27055
5955631964@Warffum, Netherlands@53.3922@6.55083
1717541964@Stolbtsu, Belarus@53.48812@26.73107
5656626063@Apostolove, Ukraine@47.66264@33.71871
8240912516@Loralai, Pakistan@30.3622@68.59538
4459022538@Darganata, Turkmenistan@40.85358@61.97246899999999
8268812538@K. Abdullah, Pakistan@30.44185@69.359701
1886532538@Bromyard, United Kingdom@52.18908@-2.51034
3490492538@Barrio Escavino, Uruguay@-32.565079@-55.758324
7667812575@Sankt Georgen im Attergau, Austria@-32.565079@-55.758324
1878442575@Lochboisdale, United Kingdom@57.15308@-7.30725
3755932575@Obera, Argentina@57.15308@-7.30725
2459132545@Carabobo, Venezuela@10.1176433@-68.0477509
7438852579@Keshoraipatan (Patan)- Bundi, India@25.30759@75.953812
9504942579@Lycksele, Sweden@64.59402@18.67817
1824572579@Ruthin, United Kingdom@53.11401@-3.30452
4286062579@Namakkal- Salem, India@11.664325@78.1460142
6385722579@Habila, Sudan@13.71109@31.1092
4615202559@Seidi, Turkmenistan@39.63627@62.7865
6733172559@Ghatgaon- Dhenkanal, India@NA@NA
7927362559@Himeji- Hyogo, Japan@34.926201@134.68544
3620912559@Klevan, Ukraine@50.7444784@26.0171919
5441632559@See, Austria@47.08263@10.46332
8932412576@Narsipatnam- Visakhapatnam, India@17.66682@82.60949
2914382576@Japons, Austria@48.79302@15.56916
5976942576@Winschoten, Netherlands@53.14661@7.04508
9301202576@Nordmaling, Sweden@63.56984@19.50047
2585402579@Yawal- Jalgaon, India@21.17045@75.70106
6991702360@Darwendale, Zimbabwe@-17.71523@30.54951
3418392360@Udmurtija, Russian Federation@57.200266@52.7806
8117212360@Kanakapura- Bangalore, India@12.9427853@77.57792649999999
3911682487@Krasnoyarsk region, Russian Federation@12.9427853@77.57792649999999
5575592487@Langen bei Bregenz, Austria@47.50858@9.82798
9677542487@Candelaria- La, Mexico@18.1845319@-91.04185679999999
5912042487@Hällefors - Grythyttan, Sweden@18.1845319@-91.04185679999999
1414191047@Glasgow, United Kingdom@55.85782@-4.24253
3009221047@Kungsbacka, Sweden@57.48923@12.07849
4685971047@Covadonga, Mexico@19.2779075@-98.9121169
6257751047@Ilovaisk, Ukraine@47.93027@38.17715
1415731047@Glasgow, United Kingdom@55.85782@-4.24253
4686971047@Covadonga, Mexico@19.2779075@-98.9121169
6258671047@Areraj- Motihari, India@26.54892@84.682289
9356532579@Vännäs, Sweden@26.54892@84.682289
1118252579@Brouwershaven, Netherlands@51.72487@3.912
7936402579@Shangrao- JX, China@28.45452@117.94362
9762212579@Vuollerim, Sweden@66.4308@20.60399
3440402576@Akdepe, Turkmenistan@42.042141@59.37941
5557412576@Sankt Gallenkirch, Austria@47.02257@9.96917
7412432576@Ratlam- Ratlam, India@23.33353@75.04483
9344342576@Robertsfors, Sweden@64.19083@20.85318
1350252576@Dunkeld, United Kingdom@56.56533@-3.58542
9584501289@Candelaria Loxicha, Mexico@15.92622@-96.49179
5112732337@Bilhaur- Kanpur, India@26.83943@80.06319
4765352337@San Narciso, Philippines@15.0145224@120.0794629
4285102513@Gobichettipalayam- Erode, India@11.45497@77.43621
6831312513@Taknes, Libya@32.48122@21.1269
8774852513@Adigeya, Russian Federation@61.521403@-74.679494
2111842513@Indapur- Pune, India@18.11631@75.0282
2841972576@Vallabhipur- Bhavnagar, India@21.89282@71.87756
8535012578@Sindhanur- Raichur, India@15.77044@76.75616
4498872576@Boiarka, Ukraine@50.317117@30.298167
8465102576@Yellareddy- Nizamabad, India@18.1931@78.01905
1142172576@Sheffield, United Kingdom@53.38311@-1.46455
2928192576@Shergarh (N) (Deechu)- Jodhpur, India@26.4725841@72.6482583
6488612576@Fuga, Sudan@13.316641@30.336371
6489762576@Fuga, Sudan@13.316641@30.336371
4217172576@New Halfa, Sudan@15.328756@35.5986093
4218262576@New Halfa, Sudan@15.328756@35.5986093
2574512579@Saerbeck, Germany@52.1747613@7.6313899
4562222579@Virudhunagar- Virudhunagar, India@9.5680116@77.96244349999999
7434502579@Pirawa (Raipur)- Jhalawar, India@24.413@76.1859
3692852578@San Gregorio de Polanco, Uruguay@-32.61578@-55.83501
5385782576@José Enrique Rodó, Uruguay@-32.61578@-55.83501
1486162576@Mandal- Bhilwara, India@25.51057@74.22898
5556811140@Schruns, Austria@47.07998@9.91972
5557711140@Sankt Gallenkirch, Austria@47.02257@9.96917
8210882577@Comy, Russian Federation@61.521403@-74.679494
9980232577@Kohistan, Pakistan@30.44185@69.359701
2798832577@Falcón, Venezuela@30.44185@69.359701
4763242577@La Coronilla, Uruguay@-33.89845@-53.51465
8212262577@Syktyvkar, Russian Federation@61.747654@50.820895
9981252577@Kohistan, Pakistan@30.44185@69.359701
2799912577@Falcón, Venezuela@30.44185@69.359701
4764172577@La Coronilla, Uruguay@-33.89845@-53.51465
3694072136@San Gregorio de Polanco, Uruguay@-32.61578@-55.83501
1607872136@Kharar- Ropar, India@30.746861@76.645653
6553082136@Novoselivske, Ukraine@45.4494039@33.6033984
2830926542@Rahpar- Bhuj, India@23.28498@69.9988312
1297722559@Axminster, United Kingdom@50.78134@-3.00046
9242082559@Råneå, Sweden@50.78134@-3.00046
1469552573@Killingholme, United Kingdom@53.61612849999999@-0.2571983
6482822573@Fuga, Sudan@13.316641@30.336371
1470622573@Isle of Skye - Edinbane, United Kingdom@57.47285@-6.43086
6484112573@Lessach, Austria@47.18823@13.80654
3928496823@Schönebeck Elbe, Germany@47.18823@13.80654
6457834682@Korha- Katihar, India@25.61636@87.42005
6430591702@Hallen-Oviken, Sweden@62.686298@14.2843
7298041240@Ghrefa, Libya@26.338519@17.268815
1423408952@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1426780822@Jamwa-Ramgarh (Achrol)- Jaipur, India@27.1418@75.963058
1002137754@Johannesburg, South Africa@-26.20489@28.04001
1423409571@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
5944099168@Kichha-I (Rudrapur)- Nainital, India@28.9706676@79.39959879999999
6581749168@Bhandaria- Daltonganj, India@24.0482@84.07691
7597855153@Alberto- El, Mexico@20.41533@-99.22698
8760777734@Jamaica, Jamaica@18.1152@-77.15982
1423407342@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
9638554152@Tank, Pakistan@32.20848@70.38095
1423407343@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423409186@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
3970043235@Tkibuli, Georgia@42.34141229999999@42.994164
4919283235@Oskarshamn-Högsby, Sweden@42.34141229999999@42.994164
1423408020@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8932993052@Narsipatnam- Visakhapatnam, India@17.66682@82.60949
1423567801@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407357@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
3457108504@Bakai-Ata (Bakai-Ata district), Kyrgyz Republic@41.20554@74.779899
4286194804@Namakkal- Salem, India@11.664325@78.1460142
4965684199@Mariannelund, Sweden@11.664325@78.1460142
1423407356@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407356@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1423407403@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
8274525159@Virajpet- Kodagu (Madikera), India@15.83876@76.04121
1423408185@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1431634547@Helmsdale, United Kingdom@58.11574@-3.65111
1078867801@Johannesburg, South Africa@-26.20489@28.04001
1967556193@Strontian, United Kingdom@56.69556@-5.57273
1423407778@Harrogate / Boroughbridge, United Kingdom@54.09406@-1.49473
1424529926@Hastings, United Kingdom@50.85711@0.57787
1425921321@Ringwood, United Kingdom@50.84646@-1.79342
1904083179@York, United Kingdom@53.95333@-1.08343
2980608323@Pachpadra (E) (Korna)- Barmer, India@26.24922@72.61815
4208323467@Grasberg, Germany@53.18258@8.98045
4988351513@Gotland, Sweden@57.649684@18.714468
